GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
588,NA,NA,NA,NA,NA,Yanong,GL086548E28133N,"2, 3, 4",G086558E28135N,28.1332,86.5481,5251,28.128,86.546,5100,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
589,NA,NA,NA,NA,NA,NA,GL086590E27781N,"3,4",G086575E27781N,27.7812,86.5898,5065,27.779,86.592,4978,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
590,NA,NA,NA,NA,NA,NA,GL086745E27921N,"2, 3, 4",G086754E27920N,27.9205,86.7452,4883,27.91,86.721,4304,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
591,NA,NA,NA,NA,NA,NA,GL086778E27952N,"2, 3, 4",G086792E27954N,27.9518,86.7779,5012,27.95,86.774,4926,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
592,NA,NA,NA,NA,NA,NA,GL086816E43186N,"2, 3, 4",G086813E43183N,43.185982,86.816313,3652,43.194,86.82,3485,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
593,NA,NA,NA,NA,NA,NA,NULL,NA,G086880E27720N,27.737,86.8722,4733,27.737,86.869,4650,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
594,NA,NA,NA,NA,Chokarma Tsho,NA,GL086922E27899N,NA,G086929E27916N,27.905695,86.912203,5016,NA,NA,NA,NA,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,Moraine collapse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mool, Bajracharya and Joshi, 2001; Ives, Shrestha and Mool, 2010; ICIMOD, 2011; Nie et al., 2018)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD; Nie, Y., Liu, Q., Wang, J., Zhang, Y., Sheng, Y., Liu, S., 2018. An inventory of historical glacial lake outburst floods in the Himalayas based on remote sensing observations and geomorphological analysis. Geomorphology 308, 91NA106. https://doi.org/10.1016/j.geomorph.2018.02.002",NA,NA
595,NA,NA,NA,NA,NA,NA,NULL,NA,G086975E27756N,27.754,86.9438,4943,27.758,86.938,4778,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
596,NA,NA,NA,NA,NA,NA,No lake,NA,NULL,27.8101,86.9568,5541,27.801,86.945,5088,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
597,NA,NA,NA,NA,NA,NA,GL086966E27799N,"2, 3, 4",G086994E27810N,27.799,86.966,5400,27.766,86.938,4820,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Dudh Koshi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
598,NA,NA,NA,NA,Barun ,Barun ,GL087082E27845N,"2, 3, 4",G087096E27862N,27.843,87.081,4847,27.804,87.082,4674,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Arun,NA,NA,Moraine collapse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mool, Bajracharya and Joshi, 2001; Ives, Shrestha and Mool, 2010; ICIMOD, 2011)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD",NA,NA
599,NA,NA,NA,NA,Barun ,Barun ,GL087095E27829N,"2, 3, 4",G087107E27844N,27.829,87.094807,4847,27.804,87.082,4674,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Arun,NA,NA,Moraine collapse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mool, Bajracharya and Joshi, 2001; Ives, Shrestha and Mool, 2010; ICIMOD, 2011)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD",NA,NA
600,NA,NA,NA,NA,NA,NA,GL087130E27803N,"3, 4",G087134E27819N,27.8018,87.1283,4613,27.792,87.145,4109,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Arun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
601,NA,NA,NA,NA,NA,NA,GL087230E29641N,4,G087229E29634N,29.640349,87.230561,5633,29.639,87.233,5585,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Dogxung Zangbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
602,NA,NA,NA,NA,NA,NA,Ephemeral,NA,G087619E27824N,27.8317,87.6256,5219,27.831,87.622,5115,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Pumqu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
603,NA,NA,NA,NA,NA,NA,GL087629E27672N,"3, 4",G087620E27670N,27.672,87.6299,4874,27.66837,87.63248,4781,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
604,NA,NA,NA,NA,NA,NA,Ephemeral,NA,G087845E27882N,27.8835,87.8298,5114,27.87,87.817,4579,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
606,NA,NA,NA,NA,NA,NA,NULL,NA,G087906E27706N,27.7047,87.8952,4640,27.705,87.891,4474,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
607,NA,NA,NA,NA,NA,NA,NULL,NA,G087923E27781N,27.7827,87.9362,4847,27.777,87.942,4760,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
609,NA,NA,NA,NA,NA,NA,GL088078E27835N,"2, 3, 4",G088072E27848N,27.8349,88.0787,5645,27.828,88.084,5446,Deposit,Moraine dammed,Y,N,15_2,11,Nepal,Koshi,Tamor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
611,NA,NA,NA,NA,NA,NA,GL088185E27602N,"2, 3, 4",G088171E27606N,27.6017,88.1858,4805,27.58292,88.18876,4580,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,East Rathong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
612,NA,NA,NA,NA,NA,NA,GL088199E27913N,"2, 3, 4",G088155E27898N,27.913,88.1981,5203,27.896,88.28,4864,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
613,NA,NA,NA,NA,NA,NA,NULL,NA,G088234E27868N,27.859,88.2373,5420,27.85548,88.23737,5315,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
614,NA,NA,NA,NA,NA,NA,GL088267E27937N,"2, 3, 4",G088261E27938N,27.9352,88.2708,5214,27.936,88.274,5130,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
615,NA,NA,NA,NA,NA,NA,GL088300E29849N,"2, 3, 4",G088300E29848N,29.850165,88.298174,5715,29.913,88.257,4710,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Dogxung Zangbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
616,NA,NA,NA,NA,NA,NA,GL088309E29782N,4,No glacier,29.782404,88.308976,5672,29.782,88.322,5415,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
617,NA,NA,NA,NA,NA,NA,GL088365E29874N,"2, 3, 4",G088360E29877N,29.873545,88.364841,5716,29.853,88.38,5255,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
618,NA,NA,NA,NA,NA,NA,GL088494E28007N,"2, 3, 4",G088523E28019N,28.0057,88.4931,5029,27.99648,88.47928,4860,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
619,NA,NA,NA,NA,NA,NA,GL088521E43827N,"2, 3, 4",G088524E43822N,43.827488,88.521843,3746,43.827,88.51,3550,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
620,NA,NA,NA,NA,NA,NA,GL088572E28008N,"2, 3, 4",G088545E28014N,28.0073,88.5718,5004,27.986,88.592,4625,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Zemu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
621,NA,NA,NA,NA,NA,NA,GL088863E27865N,"2, 3, 4",G088870E27877N,27.8642,88.8627,4805,27.85748,88.85753,4747,Deposit,Moraine dammed,N,N,15_2,12,India,Sikkim,Changme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
622,NA,NA,NA,NA,NA,NA,GL089230E27809N,"2, 3, 4",G089249E27810N,27.8086,89.2292,5155,27.81039,89.2088,4870,Deposit,Moraine dammed,N,N,15_2,12,China,TAR,Amo Chhu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
623,NA,NA,NA,NA,NA,NA,GL089248E27837N,"2, 3, 4",G089264E27828N,27.8422,89.2406,5410,27.84333,89.23662,5330,Deposit,Moraine dammed,N,N,15_2,12,China,TAR,Nian Chu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
624,1966,NA,NA,NA,Jhomohari South,NA,GL089268E27789N,"2, 3, 4",G089269E27806N,27.789,89.267,4550,27.785,89.265,4359,Deposit,Moraine dammed,Y,N,15_2,12,Bhutan,Thimphu,Pa Chhu ,NA,Ice avalanche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Komori et al., 2012)","Komori, J., Koike, T., Yamanokuchi, T., Tshering, P., 2012. Glacial Lake Outburst Events in the Bhutan Himalayas. Global Environmental Research 16, 59NA70",NA,NA
625,NA,NA,NA,NA,NA,Zhuomolali,GL089268E27853N,"2, 3, 4",G089275E27841N,27.8558,89.2661,5279,27.86144,89.26324,5200,Deposit,Moraine dammed,N,N,15_2,12,China,TAR,Nian Chu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",NA,NA
626,1966,NA,NA,NA,JiChudrake North 1,NA,GL089312E27878N,"2, 3, 4",G089315E27862N,27.88,89.31,5010,27.893,89.314,3950,Deposit,Moraine dammed,N,N,15_2,12,China,TAR,Nian Chu,NA,Ice calving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Komori et al., 2012)","Komori, J., Koike, T., Yamanokuchi, T., Tshering, P., 2012. Glacial Lake Outburst Events in the Bhutan Himalayas. Global Environmental Research 16, 59NA70",NA,NA
