GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
1,1533,1533,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hedin, 1917; Hewitt, 2014; Bazai et al., 2021)","Hedin, S., 1917. Southern Tibet. Stockholm; 34; Hewitt, K., 2014. Glaciers of the Karakoram Himalaya, Advances in Asian Human-Environmental Research. Springer Netherlands, Dordrecht;  Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
2,1560,1560,NA,NA,NA,Machhapuchhre,No lake,NA,G084009E28557N,28.52,83.992,3741,NA,NA,NA,NA,Supraglacial,Y,N,15_1,11,Nepal,Gandaki,Seti,NA,NA,NA,NA,NA,NA,NA,50-60m thick debris covering Pokhara basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Ives, Shrestha and Mool, 2010; ICIMOD, 2011)","Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD",NA,NA
3,1661,1661,NA,NA,NA,Biafo,GL075907E35687N,"2, 4",G075593E36006N,35.687,75.907,3059,NA,NA,NA,NA,NA,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entire village destroyed,NA,NA,NA,NA,"(Godwin-Austen, 1864)","Godwin-Austen, H.H., 1864. On the Glaciers of the Mustakh Range. The Journal of the Royal Geographical Society of London 34, 19NA56. https://doi.org/10.2307/1798464",NA,NA
4,1780,1780,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Strachey, 1853; Bazai et al., 2021)","Strachey, W., 1853. Physical Geography of Western Tibet. William Clowes & Sons Ltd, London & Beccles, London; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,Strachey (1853) reported that the oldest flood occurred in ~1780 in the upper Shyok valley due to the bursting of Kumdan glacier lake. His conclusion was based on interview with eighty years old resident of the Shyok valley.
6,1833,1833,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010; Hewitt, 2014; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Hewitt, K., 2014. Glaciers of the Karakoram Himalaya, Advances in Asian Human-Environmental Research. Springer Netherlands, Dordrecht; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
5,1833,1833,NA,NA,NA,Yashkuk-Yaz,Ephemeral,NA,G074282E36698N,36.824,74.369,3370,NA,NA,NA,NA,NA,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,Entire village destroyed,NA,NA,NA,NA,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528",NA,NA
7,1835,1835,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,34.930229,76.615853,2628,Observation,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,"(Strachey, 1853; Bazai et al., 2021)","Strachey, W., 1853. Physical Geography of Western Tibet. William Clowes & Sons Ltd, London & Beccles, London; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"Two Kumdan glaciers generated obstacles in the upper Shyok valley during June of 1835. The height of ice dam made by an upper glacier (possibly Chong Kumdan) was 700 vertical feet, above the valley bottom and a large lake accumulated between Kumdan and Gyapahan.  The sudden burst of lake resulted in a large discharge downstream. Maximum devastation occurred in Lagzhung village (mid Nubra) and Chorbat (Balti)."
8,1839,1839,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010; Hewitt, 2014; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Hewitt, K., 2014. Glaciers of the Karakoram Himalaya, Advances in Asian Human-Environmental Research. Springer Netherlands, Dordrecht; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
9,1842,1842,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010; Hewitt, 2014; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Hewitt, K., 2014. Glaciers of the Karakoram Himalaya, Advances in Asian Human-Environmental Research. Springer Netherlands, Dordrecht; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
10,1844,1844,NA,NA,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt, 1982; Iturrizaga, 2005a)","Hewitt, K., 1982. Natural dams and outburst floods of the Karakoram Himalaya. IAHS-AISH Publication Hydrological Aspects of Alpine and High Mountain Area (as (Proceedings of the Exeter Symposium, Juiy 1982)); Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,NA
11,1846,1846,NA,NA,NA,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Alamedin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
12,1850,1850,NA,NA,NA,Tarshing,Ephemeral,NA,G074689E35277N,35.232,74.722,2940,NA,NA,NA,NA,NA,N,Y,14_3,10,Pakistan,Gilgit - Baltistan,Indus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt, 1968)","Hewitt, K., 1968. Studies in the geomorphology of the mountain regions of the Upper Indus basin. University of London",NA,NA
13,1855,1855,NA,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mason, 1929b; Hewitt and Liu, 2010; Bazai et al., 2021)","Mason, K., 1929b. The Upper Shyok Glaciers. Alpine Journal 12; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"2 events, potentially also from another lake, only documented all the way downstream"
14,1860,1860,NA,NA,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt, 1982; Iturrizaga, 2005a)","Hewitt, K., 1982. Natural dams and outburst floods of the Karakoram Himalaya. IAHS-AISH Publication Hydrological Aspects of Alpine and High Mountain Area (as (Proceedings of the Exeter Symposium, Juiy 1982)); Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,NA
15,1860,1860,7,NA,NA,NA,Ephemeral,NA,G075374E35664N,35.668,75.378,4030,35.674875,75.445221,2370,Observation,NA,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Shigar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Godwin-Austen, 1864)","Godwin-Austen, H.H., 1864. On the Glaciers of the Mustakh Range. The Journal of the Royal Geographical Society of London 34, 19NA56. https://doi.org/10.2307/1798464",NA,"Tisar village reported to be affected with fields destroyed. Source could also be one of the 3 adjacent glaciers, that were largely much larger at the time."
16,1864,1864,NA,NA,NA,Kichik Kumden,Ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mason, 1929b, 1929a; Bazai et al., 2021)","Mason, K., 1929a. Indus floods and Shyok glaciers. Himalayan Journal 1, 10NA29; Mason, K., 1929b. The Upper Shyok Glaciers. Alpine Journal 12; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
17,1865,1865,NA,NA,Sokhter Rabot ,NA,Ephemeral,NA,G073953E36756N,36.7946,73.99494,3463,35.922147,74.352607,1430,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rope bridge at Gilgit Fort destroyed,NA,NA,NA,NA,"(Hewitt, 1982; Iturrizaga, 2005a)","Hewitt, K., 1982. Natural dams and outburst floods of the Karakoram Himalaya. IAHS-AISH Publication Hydrological Aspects of Alpine and High Mountain Area (as (Proceedings of the Exeter Symposium, Juiy 1982)); Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,NA
18,1865,1865,NA,NA,Karambar ,NA,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,35.926146,74.266804,1470,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Todd, 1930; Iturrizaga, 2005a)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1NA47. https://doi.org/10.1007/s10708-005-2395-x",NA,NA
19,1869,1869,NA,NA,NA,Kichik Kumden,Ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hedin, 1917; Bazai et al., 2021)","Hedin, S., 1917. Southern Tibet. Stockholm; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
20,1871,1871,11,NA,NA,Aktash,Ephemeral,NA,G077667E35058N,35.102,77.774,4581,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt and Liu, 2010; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528NA551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"Forsyth reported that two glaciers, c. 1871, suddenly descended into the valley and blocked the flow of Shyok river and generated a flood in the Indus"
21,1873,1873,NA,NA,NA,Batura,Ephemeral,NA,G074581E36501N,36.510556,74.850591,2713,36.463266,74.901306,2450,Observation,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356",NA,"Batura glacier advanced between 1873-1874. The glacier advanced rapidly and block the Hunza river, formed ice dam lake, with sudden outburst create and major damages downstream, especially at Pasu village."
22,1877,1877,NA,NA,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Erokhin et al., 2018)","Erokhin, S.A., Zaginaev, V.V., Meleshko, A.A., Ruiz-Villanueva, V., Petrakov, D.A., Chernomorets, S.S., Viskhadzhieva, K.S., Tutubalina, O.V., Stoffel, M., 2018. Debris flows triggered from non-stationary glacier lake outbursts: the case of the Teztor Lake complex (Northern Tian Shan, Kyrgyzstan). Landslides 15, 83NA98. https://doi.org/10.1007/s10346-017-0862-3",NA,NA
23,1879,1879,8,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,21000,NA,estimated discharge from observed rise at Attock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mason, 1935; Bazai et al., 2021)","Mason, K., 1935. The Study of Threatening Glaciers. The Geographical Journal 85, 24NA35. https://doi.org/10.2307/1787033; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"Mason (1935) says rise of 28.7 ft. at Attock, Aug, 11-20. Not on Official Stage Record, (O.S.R.) for Attock"
24,1880,1880,9,NA,Kyagar,NA,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,NA,NA,NA,NA,9140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zhang et al., 1990; Zhang, 1992) ","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014NA1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135NA139. https://doi.org/10.3189/1992AoG16-1-135-139",NA,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun"
26,1882,1882,9,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Kreutzmann, 1994; Bazai et al., 2021)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337NA356; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432; ",NA,NA
27,1882,1882,7,NA,NA,Chong Kumden,Ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,NA,NA,NA,NA,21300,NA,estimated discharge from observed rise at Attock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Mason, 1935; Bazai et al., 2021)","Mason, K., 1935. The Study of Threatening Glaciers. The Geographical Journal 85, 24NA35. https://doi.org/10.2307/1787033; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,"Mason (1935) says rise 33,8 ft, on 29th July, 'Higher than 1929 flood by 5 ft."" (This gives 752.000 cfs on modern rating curve.) Rise of 27.5 ft. appears on O.S.R. as 739,000 cfs."
25,1882,1882,NA,NA,NA,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Alamedin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
28,1884,1884,NA,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage to lands at Altit and Ganesh,NA,NA,NA,NA,"(Todd, 1930; Bazai et al., 2021)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,Rise of 10 ft. by Aug 9-lOth. on O.S.R. Considerable devastation at Ganesh and Altit in Hunza Valley
29,1885,1885,NA,NA,NA,Aksay,NULL,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,NA,Ala Archa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-CNAnovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50NA59. https://doi.org/10.1016/j.gloplacha.2019.03.003",NA,NA
31,1890,1890,NA,NA,NA,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,NA,Subglacial tunnel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Hewitt, 2014; Bazai et al., 2021)","Hewitt, K., 2014. Glaciers of the Karakoram Himalaya, Advances in Asian Human-Environmental Research. Springer Netherlands, Dordrecht; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",NA,NA
30,1890,1890,NA,NA,NA,Diran,NULL,NA,G074626E36081N,36.069195,74.620675,3986,36.037814,74.601833,2735,Observation,NA,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Bagrot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(This study),"Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).","(Ashraf et al., 2015)","On 11th December 2012 a community exchange documented this event. Diran Glacier Burst caused human, livestock, wildlife, natural forest, rich agricultural lands and houses of the Biabari, Koshali het in sat area. "
